,timestamp,c,h,l,o
73484,2018-12-04T19:00:00Z,,,,
73485,2018-12-04T20:00:00Z,,,,
73486,2018-12-04T21:00:00Z,,,,
73487,2018-12-04T22:00:00Z,,,,
73488,2018-12-04T23:00:00Z,,,,
73489,2018-12-05T00:00:00Z,,,,
73490,2018-12-05T01:00:00Z,,,,
73491,2018-12-05T02:00:00Z,,,,
73492,2018-12-05T03:00:00Z,,,,
73493,2018-12-05T04:00:00Z,,,,
73494,2018-12-05T05:00:00Z,,,,
73495,2018-12-05T06:00:00Z,,,,
73496,2018-12-05T07:00:00Z,,,,
73497,2018-12-05T08:00:00Z,,,,
73498,2018-12-05T09:00:00Z,,,,
73499,2018-12-05T10:00:00Z,,,,
73500,2018-12-05T11:00:00Z,,,,
73501,2018-12-05T12:00:00Z,,,,
73502,2018-12-05T13:00:00Z,,,,
76263,2019-03-30T14:00:00Z,,,,
76264,2019-03-30T15:00:00Z,,,,
76265,2019-03-30T16:00:00Z,,,,
76266,2019-03-30T17:00:00Z,,,,
76267,2019-03-30T18:00:00Z,,,,
76268,2019-03-30T19:00:00Z,,,,
76269,2019-03-30T20:00:00Z,,,,
76270,2019-03-30T21:00:00Z,,,,
76271,2019-03-30T22:00:00Z,,,,
76272,2019-03-30T23:00:00Z,,,,
76297,2019-04-01T00:00:00Z,,,,
76298,2019-04-01T01:00:00Z,,,,
76299,2019-04-01T02:00:00Z,,,,
76300,2019-04-01T03:00:00Z,,,,
76301,2019-04-01T04:00:00Z,,,,
76302,2019-04-01T05:00:00Z,,,,
76303,2019-04-01T06:00:00Z,,,,
76304,2019-04-01T07:00:00Z,,,,
76305,2019-04-01T08:00:00Z,,,,
76306,2019-04-01T09:00:00Z,,,,
